Student_Type,Sleep_Hours,Study_Hours,Social_Media_Hours,Attendance,Exam_Pressure,Family_Support,Month,Stress_Level,,,,,,,,,,,,,,,,
college,5.446142369,5.384504223,3.604060405,84.51795508,6,6,10,0,,,,,,,,,,,,,,,,
college,6.989454124,7.054138446,3.55563,67.7118117,3,4,7,0,,,,,,,,,,,,,,,,
college,3.123210283,1.379334354,2.836243721,85.15058074,9,6,3,1,,,,,,,,,,,,,,,,
college,4.736394516,6.486371144,5.721352321,69.77599815,6,6,6,1,,,,,,,,,,,,,,,,
school,8.665670279,2.496996815,2.986244591,69.59389279,6,10,4,0,,,,,,,,,,,,,,,,
school,7.423322469,2.206775611,0.052480348,82.07753387,5,6,5,0,,,,,,,,,,,,,,,,
college,5.175848918,1.52686873,0.443639544,80.88893394,5,10,5,1,,,,,,,,,,,,,,,,
college,5.921776347,5.033124716,1.379974366,77.2133557,4,4,6,0,,,,,,,,,,,,,,,,
school,7.990361827,5.180990333,4.15554838,81.943,7,5,3,1,,,,,,,,,,,,,,,,
college,5.778607813,3.593547406,4.517480721,56.9380649,4,6,3,0,,,,,,,,,,,,,,,,
college,5.989975725,3.232866783,9.429907066,89.2469108,5,6,3,0,,,,,,,,,,,,,,,,
working_student,2.116654967,8.95780714,3.766546455,79.86166234,2,6,6,0,,,,,,,,,,,,,,,,
school,7.259492811,3.631139311,3.55563,81.943,7,6,12,0,,,,,,,,,,,,,,,,
college,4.539336512,1.507283909,5.93612215,81.96617082,7,6,9,0,,,,,,,,,,,,,,,,
school,7.460871059,4.653073983,3.267265434,70.32477631,5,5,5,0,,,,,,,,,,,,,,,,
school,9.6,4.7,5.33,72.32,1,4,12,0,,,,,,,,,,,,,,,,
working_student,6.458930766,6.764509203,5.138856562,69.18063992,5,5,5,0,,,,,,,,,,,,,,,,
school,4.910530252,4.180786625,4.641934929,66.37023168,6,3,12,0,,,,,,,,,,,,,,,,
working_student,4.691554227,3.913360776,1.640481457,85.19594334,9,3,3,0,,,,,,,,,,,,,,,,
college,5.330340513,3.050663544,3.396335314,77.36222696,2,6,12,0,,,,,,,,,,,,,,,,
college,3.841605883,7.021856562,5.204471094,79.59574687,8,8,3,1,,,,,,,,,,,,,,,,
college,8.425938637,9.07349391,3.604796561,99.3085123,3,6,2,0,,,,,,,,,,,,,,,,
working_student,7.917662534,5.606543526,2.240414427,99.02375068,6,7,6,0,,,,,,,,,,,,,,,,
working_student,5.053610871,5.06646959,4.024116365,64.92276267,9,5,2,1,,,,,,,,,,,,,,,,
college,6.37376596,6.708911667,2.685415018,75.69466402,3,8,12,0,,,,,,,,,,,,,,,,
working_student,6.034546287,5.510148925,5.082759187,80.24089459,8,5,2,0,,,,,,,,,,,,,,,,
working_student,6.836845308,3.994650407,3.361641385,99.47708477,6,4,4,0,,,,,,,,,,,,,,,,
Other,6.458930766,4.815237063,2.975341633,99.99819381,10,3,11,1,,,,,,,,,,,,,,,,
college,5.898530716,4.505895157,1.66458164,90.73546689,10,8,3,1,,,,,,,,,,,,,,,,
working_student,5.23143303,8.438712777,0.508722424,98.036475,10,3,6,1,,,,,,,,,,,,,,,,
working_student,5.599660005,3.472502675,2.258456482,99.0789484,8,9,8,0,,,,,,,,,,,,,,,,
working_student,7.175582104,8.351471482,8.23302274,73.28657411,5,8,10,0,,,,,,,,,,,,,,,,
school,7.415402905,2.185567913,1.860282813,-5,7,8,3,0,,,,,,,,,,,,,,,,
working_student,6.070760153,6.932919889,1.38963689,79.93850789,1,6,6,0,,,,,,,,,,,,,,,,
college,8.211720368,5.221022406,3.616986028,81.98792302,8,7,6,0,,,,,,,,,,,,,,,,
college,7.428182276,6.114487162,4.683369822,90.30607479,3,6,11,0,,,,,,,,,,,,,,,,
college,5.367973799,3.350560386,2.216664908,99.5532095,2,5,10,0,,,,,,,,,,,,,,,,
college,6.712327355,8.061605986,5.054061267,67.19892407,9,5,10,1,,,,,,,,,,,,,,,,
college,6.458930766,1.832123323,4.711317252,71.38756761,3,7,7,0,,,,,,,,,,,,,,,,
college,5.817360999,5.410039914,1.965963954,80.17253984,5,5,9,0,,,,,,,,,,,,,,,,
college,5.606033709,2.293170715,2.408044082,81.943,2,2,7,0,,,,,,,,,,,,,,,,
college,8.17,4.7,3.56,71.56,4,7,6,0,,,,,,,,,,,,,,,,
college,4.707853987,1.362885198,3.55563,85.49795594,6,5,9,0,,,,,,,,,,,,,,,,
working_student,6.458930766,5.597800628,4.289167831,95.76137563,2,6,8,0,,,,,,,,,,,,,,,,
college,6.509888373,3.768681144,3.80799106,0,4,5,5,0,,,,,,,,,,,,,,,,
college,5.13,4.7,2.22,94.66,2,10,7,0,,,,,,,,,,,,,,,,
working_student,5.805377737,6.750759864,5.095522666,96.3789334,5,9,3,1,,,,,,,,,,,,,,,,
working_student,8.499489583,6.094713813,6.340653898,75.19867351,3,9,3,0,,,,,,,,,,,,,,,,
college,7.343244895,4.640109501,3.503000141,69.38427024,7,3,12,1,,,,,,,,,,,,,,,,
college,6.494317855,3.959035685,1.646023636,63.41229746,5,7,6,0,,,,,,,,,,,,,,,,
college,8.091205221,5.853422327,1.270985464,81.943,8,4,11,1,,,,,,,,,,,,,,,,
working_student,3.959194064,5.648058326,4.692034661,60.92298123,8,5,11,1,,,,,,,,,,,,,,,,
college,8.308626492,3.810465768,4.99098777,77.45075921,7,4,6,1,,,,,,,,,,,,,,,,
college,6.120504125,6.910158094,4.458941111,88.17607779,6,6,9,1,,,,,,,,,,,,,,,,
college,5.392648065,2.195475412,2.529769873,88.5294802,6,6,9,0,,,,,,,,,,,,,,,,
college,5.261134367,9.019281595,0.792143233,91.21419371,6,7,2,1,,,,,,,,,,,,,,,,
college,4.638477084,2.709618795,2.663572976,63.03813296,5,6,12,1,,,,,,,,,,,,,,,,
working_student,3.687446071,7.340671258,6.559401602,81.0357743,2,6,8,0,,,,,,,,,,,,,,,,
college,8.093339533,3.24160605,3.55563,93.3934042,8,6,4,0,,,,,,,,,,,,,,,,
school,8.355362353,5.199205716,0.78213799,69.3035777,4,9,6,1,,,,,,,,,,,,,,,,
working_student,5.857790895,3.13264368,2.214970239,64.93154044,6,3,4,1,,,,,,,,,,,,,,,,
school,9.973649194,2.900308704,4.938416218,81.943,5,10,7,0,,,,,,,,,,,,,,,,
working_student,5.882864445,4.075988462,1.522021557,88.63054526,5,1,5,0,,,,,,,,,,,,,,,,
school,7.092797318,4.118449679,0.690776658,96.66146508,2,8,10,0,,,,,,,,,,,,,,,,
school,8.761450678,3.626644109,5.300206668,78.72976163,7,6,8,0,,,,,,,,,,,,,,,,
college,6.702912451,2.475355208,5.001949397,83.32288653,6,5,10,0,,,,,,,,,,,,,,,,
working_student,3.144969299,6.625438641,1.268611886,82.24024228,8,8,6,1,,,,,,,,,,,,,,,,
college,7.985903127,4.228206841,7.096553016,94.0412148,4,5,6,0,,,,,,,,,,,,,,,,
Other,5.35,4.7,4.9,84.94,5,5,1,1,,,,,,,,,,,,,,,,
college,6.458930766,8.454313077,5.401812529,75.42581267,6,6,6,0,,,,,,,,,,,,,,,,
school,6.765362221,2.574361464,3.55563,98.8125581,3,4,4,0,,,,,,,,,,,,,,,,
college,8.790158618,5.930585678,4.212455093,84.98944296,4,5,11,0,,,,,,,,,,,,,,,,
school,5.291946669,3.680684506,3.55563,95.50176671,6,6,12,0,,,,,,,,,,,,,,,,
college,7.02,4.7,4.57,96.21,5,5,2,0,,,,,,,,,,,,,,,,
school,6.72142254,3.567972904,2.191733475,67.25149215,4,5,11,0,,,,,,,,,,,,,,,,
school,7.077885846,3.550208875,5.817139759,79.00504537,7,5,9,1,,,,,,,,,,,,,,,,
college,8.12,4.7,3.49,85.53,6,6,6,0,,,,,,,,,,,,,,,,
college,4.459677359,2.95555809,4.783070364,81.26678228,6,7,8,1,,,,,,,,,,,,,,,,
college,7.653495192,5.576378028,2.906969379,79.65253204,10,9,4,1,,,,,,,,,,,,,,,,
college,4.94862944,12.25038822,3.823741658,73.38336506,6,8,5,0,,,,,,,,,,,,,,,,
working_student,3.603657207,3.546566408,1.438747199,86.59118735,1,6,6,0,,,,,,,,,,,,,,,,
college,5.071796333,6.612741995,1.22012371,95.47190472,3,7,2,0,,,,,,,,,,,,,,,,
school,6.382042353,1.998033303,1.168468086,77.77652901,2,5,4,0,,,,,,,,,,,,,,,,
working_student,2.703716572,4.050989505,1.908181964,77.90253592,6,2,4,1,,,,,,,,,,,,,,,,
college,7.878775455,4.584033769,2.129481064,78.25071832,5,6,10,0,,,,,,,,,,,,,,,,
college,9.470188175,4.925379169,3.513933173,94.23503621,9,6,3,1,,,,,,,,,,,,,,,,
working_student,7.556947565,2.736240184,4.156622509,85.73933525,8,6,11,1,,,,,,,,,,,,,,,,
working_student,3.594874082,7.205297412,1.762131791,81.90602261,4,7,10,0,,,,,,,,,,,,,,,,
college,4.172394887,7.576010518,0.139900538,78.68285261,9,7,2,1,,,,,,,,,,,,,,,,
working_student,5.021384949,4.997840635,0.091456602,93.55699339,8,7,4,0,,,,,,,,,,,,,,,,
college,6.784391366,3.857849821,2.920950914,89.26827065,8,2,4,1,,,,,,,,,,,,,,,,
college,8.375681718,1.558511341,5.055929591,81.943,9,4,4,1,,,,,,,,,,,,,,,,
college,6.289184572,6.696314584,1.115703538,-5,5,4,12,1,,,,,,,,,,,,,,,,
school,7.46003314,2.810554924,4.573858639,78.8446753,2,4,1,0,,,,,,,,,,,,,,,,
working_student,5.124369787,6.309298041,0.851313095,81.943,4,3,5,0,,,,,,,,,,,,,,,,
college,5.90352492,4.440662647,3.55563,81.13379903,8,1,10,1,,,,,,,,,,,,,,,,
Other,7.589070547,6.970011117,3.535168153,81.21035657,4,8,12,1,,,,,,,,,,,,,,,,
college,3.710471955,6.814188926,3.832731279,83.09626045,4,6,5,1,,,,,,,,,,,,,,,,
working_student,6.028047272,5.381568103,4.102765124,83.98792006,2,6,1,0,,,,,,,,,,,,,,,,
college,6.753469114,4.538244754,4.169038771,89.20382075,4,5,6,0,,,,,,,,,,,,,,,,
college,5.326994658,4.945267569,7.043585369,67.21254913,5,5,8,0,,,,,,,,,,,,,,,,
school,8.647002111,2.927684224,7.688614865,72.76086162,10,7,7,1,,,,,,,,,,,,,,,,
Other,7.091435093,3.53940897,6.127970602,83.87949216,6,4,8,0,,,,,,,,,,,,,,,,
working_student,6.188238529,3.830697571,5.463339289,89.32168644,1,5,10,0,,,,,,,,,,,,,,,,
college,5.971058953,6.212722132,4.48199492,81.7571806,9,8,3,1,,,,,,,,,,,,,,,,
college,6.43622209,3.404948579,1.946376942,68.83619868,7,5,5,0,,,,,,,,,,,,,,,,
school,7.373250596,2.553001862,6.721018697,88.33740115,6,2,10,1,,,,,,,,,,,,,,,,
college,5.962079918,2.849596266,2.884050376,80.64685013,10,6,7,1,,,,,,,,,,,,,,,,
school,6.922265951,1.333699482,4.39250702,95.79928997,9,9,7,0,,,,,,,,,,,,,,,,
school,7.451486786,1.670503236,1.777900882,96.11802808,9,6,6,1,,,,,,,,,,,,,,,,
college,6.071131212,6.255029874,4.39218503,99.33093351,8,8,5,1,,,,,,,,,,,,,,,,
college,8.825885188,5.274228908,0.336775863,79.38790797,6,10,6,0,,,,,,,,,,,,,,,,
school,6.991345731,2.122562938,2.154447316,79.89309873,5,4,8,0,,,,,,,,,,,,,,,,
school,5.948429151,1.495582262,3.798882305,76.06654477,6,4,2,0,,,,,,,,,,,,,,,,
school,7.476411747,1.759600299,4.617943299,91.15538459,5,6,12,0,,,,,,,,,,,,,,,,
college,5.83,4.7,0.96,96.9,6,3,5,0,,,,,,,,,,,,,,,,
Other,6.301829442,4.861561817,1.769617718,91.10849646,7,7,3,0,,,,,,,,,,,,,,,,
college,4.576758183,4.893952837,0.561038499,82.85028434,10,7,3,1,,,,,,,,,,,,,,,,
college,4.428697629,5.193675706,2.395697525,86.62412643,7,2,6,1,,,,,,,,,,,,,,,,
college,6.191677514,2.088273082,3.432794405,89.60364486,8,6,6,1,,,,,,,,,,,,,,,,
school,5.655091572,1.478205234,7.851908324,58.2632303,3,7,1,0,,,,,,,,,,,,,,,,
college,8.811994112,2.616511345,5.259321995,90.96291985,7,5,11,0,,,,,,,,,,,,,,,,
college,8.18,4.7,5.07,90.07,6,6,6,0,,,,,,,,,,,,,,,,
Other,5.111781017,4.630102305,2.934043565,77.40877134,10,8,5,1,,,,,,,,,,,,,,,,
Other,3.809542577,3.33163588,1.981263991,73.7256635,5,2,6,0,,,,,,,,,,,,,,,,
college,7.666444342,2.34883613,3.690385684,86.73773567,6,9,11,0,,,,,,,,,,,,,,,,
working_student,5.201796796,7.841096927,2.888976314,87.49385898,6,10,6,0,,,,,,,,,,,,,,,,
college,6.71068171,4.181025152,4.785092234,96.30788358,3,6,8,0,,,,,,,,,,,,,,,,
college,9.287736228,7.372204438,2.673801389,72.19103709,4,9,4,0,,,,,,,,,,,,,,,,
school,8.113863901,2.374204698,0.787831361,78.71770533,8,6,6,0,,,,,,,,,,,,,,,,
college,6.458930766,2.486448486,0.481829802,84.23455497,6,8,12,0,,,,,,,,,,,,,,,,
school,8.637352547,1.986322754,0.881629558,68.22220614,4,8,11,0,,,,,,,,,,,,,,,,
college,4.555176623,1.917554556,2.461785681,99.25048321,9,6,2,1,,,,,,,,,,,,,,,,
college,4.869913724,1.64231855,2.312601146,82.89414862,9,3,11,1,,,,,,,,,,,,,,,,
school,7.511886409,1.899840679,2.973490585,95.68696358,5,3,3,0,,,,,,,,,,,,,,,,
working_student,5.704889415,6.331508911,0.860447479,88.3998363,4,9,11,0,,,,,,,,,,,,,,,,
Other,4.89,4.7,0.9,86.14,2,4,1,1,,,,,,,,,,,,,,,,
working_student,6.458930766,4.180116873,2.465072671,99.30056033,5,4,9,0,,,,,,,,,,,,,,,,
college,7.783145779,4.704068247,4.179700109,98.78296955,8,3,6,0,,,,,,,,,,,,,,,,
college,4.724062983,4.509603764,3.970156749,93.67274954,1,5,11,0,,,,,,,,,,,,,,,,
working_student,5.508981165,6.738599698,4.909062901,78.13240658,5,4,12,0,,,,,,,,,,,,,,,,
college,5.754409563,5.497604928,3.708886579,85.73191544,9,7,7,1,,,,,,,,,,,,,,,,
working_student,8.139205534,4.454559138,3.242023169,77.21147726,5,6,9,0,,,,,,,,,,,,,,,,
working_student,5.645414692,7.368037528,4.166318514,72.99599941,4,3,5,0,,,,,,,,,,,,,,,,
school,7.244515627,1.307728143,3.259562955,87.60053222,9,8,12,0,,,,,,,,,,,,,,,,
school,7.226832586,1.599137799,5.687622829,83.09937349,7,5,8,0,,,,,,,,,,,,,,,,
working_student,2.472908534,1.810918279,5.029873529,75.10012976,9,8,5,1,,,,,,,,,,,,,,,,
school,8.267740624,2.829452145,9.677446664,99.82653151,5,7,7,0,,,,,,,,,,,,,,,,
working_student,8.594993546,0.742417491,3.690578667,55.12158736,2,7,5,0,,,,,,,,,,,,,,,,
college,5.856565685,0.954482098,2.799660709,90.83386415,6,4,7,0,,,,,,,,,,,,,,,,
college,5.363350857,0.357606915,1.166893764,70.75456612,5,6,11,0,,,,,,,,,,,,,,,,
working_student,5.121200554,3.984797006,5.510067072,82.63278946,2,7,4,0,,,,,,,,,,,,,,,,
college,7.606697811,10.68601153,6.191308273,76.71771779,5,7,11,0,,,,,,,,,,,,,,,,
school,8.426455098,4.657873445,3.55563,58.14692515,2,6,6,0,,,,,,,,,,,,,,,,
school,6.75,4.7,4.85,79.35,5,7,7,0,,,,,,,,,,,,,,,,
working_student,6.373164054,11.25617188,3.174896168,84.66817328,8,9,8,0,,,,,,,,,,,,,,,,
college,5.104724405,5.005177111,7.098227802,95.81876015,8,6,6,1,,,,,,,,,,,,,,,,
college,7.768872197,5.679560598,9.411066202,85.49701505,6,7,4,0,,,,,,,,,,,,,,,,
college,5.669058101,9.865365327,3.421372123,80.05874338,6,2,10,1,,,,,,,,,,,,,,,,
college,2.956903927,6.078538711,0.13047255,65.67845409,3,7,7,0,,,,,,,,,,,,,,,,
Other,5.78480671,4.767545082,1.034952582,78.60257154,6,5,2,1,,,,,,,,,,,,,,,,
school,7.086241993,3.689527439,3.417002479,70.94070952,4,10,9,0,,,,,,,,,,,,,,,,
school,6.993195549,2.296211353,5.64275202,71.87772627,6,4,4,0,,,,,,,,,,,,,,,,
school,8.690031561,3.418404884,3.786492706,81.66120076,2,3,6,0,,,,,,,,,,,,,,,,
school,9.524537431,3.625868203,6.810719055,81.943,5,2,4,0,,,,,,,,,,,,,,,,
college,6.946489904,5.453095061,6.544186313,97.7854607,3,3,2,1,,,,,,,,,,,,,,,,
school,7.000143855,2.73437564,5.177677484,94.00106069,5,9,8,0,,,,,,,,,,,,,,,,
college,5.5445693,5.150457537,6.610825645,81.943,9,6,9,1,,,,,,,,,,,,,,,,
school,8.69322972,0.858164664,2.776819068,75.93212466,6,9,6,0,,,,,,,,,,,,,,,,
college,5.495016835,5.253787326,8.277156907,88.06343592,6,3,10,1,,,,,,,,,,,,,,,,
school,7.940450399,3.325125247,3.780067918,96.33398538,4,8,7,0,,,,,,,,,,,,,,,,
college,6.442971552,7.715497729,5.987051249,79.93359857,7,7,6,0,,,,,,,,,,,,,,,,
working_student,4.355527478,7.803303591,3.55563,86.11557698,7,5,11,1,,,,,,,,,,,,,,,,
college,5.488628534,5.955684084,4.506808521,67.40534751,10,9,9,1,,,,,,,,,,,,,,,,
college,6.160580131,0.840587,0.007812671,75.44782604,6,2,11,0,,,,,,,,,,,,,,,,
college,8.061519645,6.512385531,3.896116768,53.11527731,7,6,12,0,,,,,,,,,,,,,,,,
school,7.125088667,3.176392504,2.390339489,95.22515459,5,6,1,1,,,,,,,,,,,,,,,,
college,6.458930766,4.305549626,2.077648721,82.14094877,5,6,4,0,,,,,,,,,,,,,,,,
school,6.83,4.7,1.08,93.28,5,8,7,0,,,,,,,,,,,,,,,,
working_student,4.239902338,3.466532189,4.453648344,68.91377215,3,3,4,0,,,,,,,,,,,,,,,,
college,2.04,4.7,4.25,59.6,4,4,4,1,,,,,,,,,,,,,,,,
working_student,7.124049077,3.06561909,2.824278944,76.26373018,2,4,11,0,,,,,,,,,,,,,,,,
college,5.94,4.7,5.4,75.97,7,9,3,0,,,,,,,,,,,,,,,,
school,8.501855485,1.787804923,2.590313223,73.06960725,5,8,10,0,,,,,,,,,,,,,,,,
college,5.456206472,4.571470915,5.058877185,53.38173421,9,7,6,1,,,,,,,,,,,,,,,,
college,7.835358878,9.988385943,3.55563,92.30400673,5,10,10,0,,,,,,,,,,,,,,,,
school,7.211424094,2.471534571,6.026978676,72.46793188,10,8,11,1,,,,,,,,,,,,,,,,
school,7.317245557,4.007486543,5.384774323,91.9823343,4,6,3,0,,,,,,,,,,,,,,,,
college,6.281556184,7.749228347,3.21808458,63.97472194,1,3,2,1,,,,,,,,,,,,,,,,
school,7.713733801,3.040694496,3.194129,63.70206842,4,2,7,0,,,,,,,,,,,,,,,,
college,7.440402459,3.602434225,1.702327477,97.62146674,4,10,5,0,,,,,,,,,,,,,,,,
school,7.951005041,2.302087445,4.818238525,84.03091705,5,3,7,0,,,,,,,,,,,,,,,,
college,4.576690608,3.763863998,3.336097714,85.49102887,10,6,9,1,,,,,,,,,,,,,,,,
college,6.789576797,5.473147834,4.228514928,84.06986277,9,9,11,0,,,,,,,,,,,,,,,,
working_student,5.327850573,5.228593462,2.400057506,89.5759243,5,8,6,0,,,,,,,,,,,,,,,,
school,8.220586511,3.279323535,1.42051444,99.07652787,6,6,6,0,,,,,,,,,,,,,,,,
college,6.011731202,3.103732056,1.38664175,80.36048077,7,6,2,0,,,,,,,,,,,,,,,,
school,7.494729886,2.136903841,0.193309111,80.28639383,7,3,4,1,,,,,,,,,,,,,,,,
college,6.458930766,5.344696395,4.291710321,78.5494626,1,9,9,0,,,,,,,,,,,,,,,,
working_student,5.171632794,6.008984151,0.033610458,79.12744254,3,10,2,0,,,,,,,,,,,,,,,,
college,5.846422955,3.160902257,6.409713755,64.36892546,5,5,5,0,,,,,,,,,,,,,,,,
school,5.941171936,2.907908466,3.86284344,79.98829521,6,3,10,0,,,,,,,,,,,,,,,,
college,4.507016544,-0.011350829,5.823835342,90.08992555,8,6,6,0,,,,,,,,,,,,,,,,
working_student,5.999511654,4.916461364,2.885605525,95.46148589,4,7,3,0,,,,,,,,,,,,,,,,
college,8.039900262,0.822532671,2.615753812,62.85147336,5,1,9,0,,,,,,,,,,,,,,,,
college,3.707663124,1.317896651,2.346597999,95.29514227,4,5,6,0,,,,,,,,,,,,,,,,
school,5.439449872,3.484216322,5.180201039,61.47161225,6,4,4,1,,,,,,,,,,,,,,,,
college,7.644274829,7.769389664,0.550714342,98.56705141,2,7,10,0,,,,,,,,,,,,,,,,
college,6.043744341,3.079893666,1.948620549,96.58262976,8,1,3,1,,,,,,,,,,,,,,,,
school,7.149020812,2.259556498,7.357424096,64.42698104,3,6,6,0,,,,,,,,,,,,,,,,
college,6.378713507,4.479877682,1.467464752,74.92227133,1,3,11,0,,,,,,,,,,,,,,,,
working_student,5.056436481,6.616976708,3.25553518,78.70055309,7,8,12,1,,,,,,,,,,,,,,,,
working_student,6.804629906,4.027911866,4.812649682,79.65697523,7,6,4,0,,,,,,,,,,,,,,,,
school,8.182661878,3.430807048,3.012054671,61.71506442,3,6,8,0,,,,,,,,,,,,,,,,
school,7.173313864,4.400955969,4.759345742,83.0457761,6,7,10,0,,,,,,,,,,,,,,,,
college,4.659568902,4.654796847,5.957103208,96.18602519,10,7,8,1,,,,,,,,,,,,,,,,
college,5.502969659,5.770049238,1.524461394,86.67522518,4,6,12,1,,,,,,,,,,,,,,,,
working_student,4.697858824,4.136110967,3.295600257,92.92723084,3,2,11,0,,,,,,,,,,,,,,,,
college,7.507396673,5.608291505,4.537585514,96.62591186,7,6,9,0,,,,,,,,,,,,,,,,
Other,6.047962263,3.99367311,3.631379348,71.87445451,5,2,3,0,,,,,,,,,,,,,,,,
Other,6.186733999,8.803239498,5.915593164,82.38587581,7,6,9,1,,,,,,,,,,,,,,,,
college,6.265371087,5.368638494,0.426601219,81.41066365,4,7,11,0,,,,,,,,,,,,,,,,
Other,7.30515051,5.841047308,6.428029304,86.22464416,10,5,2,1,,,,,,,,,,,,,,,,
school,7.568791026,5.403098365,5.474746053,81.943,8,5,8,1,,,,,,,,,,,,,,,,
college,6.854684866,1.394979989,1.400172828,81.943,6,1,6,0,,,,,,,,,,,,,,,,
school,9.223777903,0.808540176,1.77205505,79.56009148,8,7,4,1,,,,,,,,,,,,,,,,
college,7.704907468,5.806614518,6.775440126,82.47490338,10,3,5,1,,,,,,,,,,,,,,,,
college,2.552633654,4.452340374,2.912785682,57.63060402,7,9,7,0,,,,,,,,,,,,,,,,
college,5.596243958,4.078325414,2.923305464,74.1117359,6,7,6,0,,,,,,,,,,,,,,,,
college,4.2281051,5.354351302,4.134511611,99.2897757,3,8,12,0,,,,,,,,,,,,,,,,
college,5.745752637,2.203574215,1.322780084,62.96605577,5,6,10,0,,,,,,,,,,,,,,,,
college,7.068542487,4.269241038,2.507169402,81.943,9,2,8,1,,,,,,,,,,,,,,,,
college,6.46,4.7,0.33,88.96,8,8,6,1,,,,,,,,,,,,,,,,
college,5.96,4.7,4.58,88.94,8,3,1,0,,,,,,,,,,,,,,,,
working_student,3.831838882,4.676790167,2.212447321,68.21143093,2,6,3,0,,,,,,,,,,,,,,,,
college,6.464866193,2.999920296,2.681638127,90.74622164,5,8,11,0,,,,,,,,,,,,,,,,
working_student,5.320076373,3.303424622,3.586792751,79.47312922,3,9,6,0,,,,,,,,,,,,,,,,
working_student,5.752042576,8.648970699,6.547089507,98.47644432,6,6,12,1,,,,,,,,,,,,,,,,
Other,8.864585797,5.724676838,5.489636611,78.40794586,5,8,6,0,,,,,,,,,,,,,,,,
college,4.646837803,4.05129464,5.708300254,92.48802763,7,2,2,1,,,,,,,,,,,,,,,,
college,7.459511513,5.013229662,3.158841087,81.943,6,4,5,0,,,,,,,,,,,,,,,,
school,6.53,4.7,1.5,96.48,8,7,12,1,,,,,,,,,,,,,,,,
school,8.907953817,3.86826171,3.55563,74.14112163,8,8,10,0,,,,,,,,,,,,,,,,
college,7.19808921,3.588468456,2.600169472,75.48593946,5,3,11,0,,,,,,,,,,,,,,,,
working_student,4.172464819,5.933890542,3.711915024,75.02666044,8,5,6,1,,,,,,,,,,,,,,,,
college,6.980631124,6.51038725,3.254498159,72.67928114,7,3,10,1,,,,,,,,,,,,,,,,
college,6.022479234,7.721634807,3.055527987,84.69967625,2,2,4,0,,,,,,,,,,,,,,,,
college,4.965695644,4.53258952,1.299074877,55.56438382,8,6,10,1,,,,,,,,,,,,,,,,
school,6.444722189,3.266483252,3.780854324,91.18550961,5,4,2,0,,,,,,,,,,,,,,,,
college,7.011175664,7.638604815,2.14082298,76.9136838,6,4,6,0,,,,,,,,,,,,,,,,
school,7.21,4.7,3.44,78.47,8,3,11,1,,,,,,,,,,,,,,,,
college,9.048173854,4.031476794,4.051444519,98.4942051,1,7,1,0,,,,,,,,,,,,,,,,
college,5.419012101,3.600025952,1.529593605,92.57576878,10,4,5,1,,,,,,,,,,,,,,,,
college,5.369245178,3.001705718,5.599158927,69.82823398,5,5,1,0,,,,,,,,,,,,,,,,
college,6.861164344,3.148595568,5.447414989,89.85621026,7,3,7,1,,,,,,,,,,,,,,,,
college,6.458930766,4.937782165,3.704477772,81.943,4,5,5,0,,,,,,,,,,,,,,,,
Other,4.443719909,8.008710316,0.348799574,81.89174548,1,9,3,0,,,,,,,,,,,,,,,,
college,5.59,4.7,6.2,81.94,6,7,5,0,,,,,,,,,,,,,,,,
college,5.748896966,3.105457747,3.55563,77.04368751,5,9,6,0,,,,,,,,,,,,,,,,
college,5.283563656,4.644934153,3.953687535,87.76546209,7,7,11,0,,,,,,,,,,,,,,,,
college,6.675622971,0.112853987,1.019255445,72.27493695,5,7,5,0,,,,,,,,,,,,,,,,
college,6.458930766,5.923593275,5.890812998,95.38149179,8,7,10,1,,,,,,,,,,,,,,,,
college,3.75634698,6.383759958,3.55563,71.53174478,3,6,8,0,,,,,,,,,,,,,,,,
working_student,7.666184543,3.770391738,2.078747941,80.1081344,5,3,6,0,,,,,,,,,,,,,,,,
school,6.407132673,3.2655255,7.209628015,86.66227434,9,6,7,1,,,,,,,,,,,,,,,,
working_student,4.054844837,8.866805331,4.017117142,89.63021854,5,5,12,1,,,,,,,,,,,,,,,,
college,5.239538271,1.211419205,8.839402643,92.97747215,1,9,12,0,,,,,,,,,,,,,,,,
college,6.458930766,8.249517177,4.145796343,95.91965036,5,3,5,1,,,,,,,,,,,,,,,,
college,7.974196478,3.42618175,4.754343835,98.09940264,4,8,6,0,,,,,,,,,,,,,,,,
college,4.553258295,5.754268573,5.355726069,77.7666334,9,7,1,0,,,,,,,,,,,,,,,,
college,6.679873904,6.273814431,0.792337604,90.43356701,3,7,6,0,,,,,,,,,,,,,,,,
college,9.258184514,6.999438448,2.124996028,75.46725852,6,5,10,0,,,,,,,,,,,,,,,,
college,7.896834868,4.468990303,3.918999519,84.12241002,1,7,6,0,,,,,,,,,,,,,,,,
college,6.787971774,8.495530834,2.114194964,84.5913019,6,4,12,1,,,,,,,,,,,,,,,,
school,6.916587227,1.081589622,5.251169993,73.35106562,3,9,8,0,,,,,,,,,,,,,,,,
Other,7.974415507,2.369081417,3.55563,81.943,3,6,7,0,,,,,,,,,,,,,,,,
college,4.687834956,4.506267882,2.927530193,81.943,8,6,12,0,,,,,,,,,,,,,,,,
working_student,2.858422995,4.338011688,2.595805973,75.2660699,7,6,5,1,,,,,,,,,,,,,,,,
school,5.985543205,2.347187826,0.233832774,67.41290621,6,1,8,0,,,,,,,,,,,,,,,,
school,8.09,4.7,4.23,78.5,2,3,8,0,,,,,,,,,,,,,,,,
